"parameter_stable_id","categories"
"M-G-P_014_001_013","normal,left eye abnormal,right eye abnormal,bilaterally abnormal,left eye dilated,right eye dilated,bilaterally dilated,not defined,no data"
"M-G-P_014_001_014","normal,left eye abnormal,right eye abnormal,bilaterally abnormal,no data"
"M-G-P_014_001_015","normal,left eye abnormal,right eye abnormal,bilaterally abnormal,not defined,no data"
"M-G-P_013_001_001","normal,abnormal"
"M-G-P_013_001_003","normal,abnormal,no data"
"M-G-P_013_001_004","normal,abnormal,not defined,no data"
"M-G-P_013_001_005","degenerate,not defined,no data,normal"
"M-G-P_013_001_006","normal,abnormal,not defined,no data"
"M-G-P_013_001_007","normal,abnormal,no data"
"M-G-P_013_001_008","normal,abnormal,not defined,no data"
"M-G-P_013_001_009","not defined,no data,normal,degenerate"
"M-G-P_013_001_010","normal,abnormal,not defined,no data"
"M-G-P_013_001_011","normal,abnormal,no data"
"M-G-P_013_001_012","normal appearance,abnormal appearance,not defined,no data"
"M-G-P_013_001_013","no data,normal,abnormal,not defined"
"M-G-P_013_001_014","normal,abnormal,no data"
"M-G-P_013_001_015","normal appearance,abnormal appearance,not defined,no data"
"M-G-P_013_001_016","normal,abnormal,not defined,no data"
"M-G-P_020_001_004","yes,no"
"M-G-P_020_001_007","yes,no"
"HAROLD_006_001_001","imageOnly,normal,abnormal"
"HAROLD_006_001_002","imageOnly,yes,no"
"HAROLD_006_001_003","yes,no,imageOnly"
"HAROLD_006_001_004","19,20,21,22,23,24,25,26,27,1,28,29,30,31,32,33,34,35,36,37,2,38,39,40,3,4,5,6,7,imageOnly,8,9,10,11,12,13,14,15,16,17,total number,0,18"
"HAROLD_006_001_005","imageOnly,normal,abnormal"
"HAROLD_006_001_006","imageOnly,normal,abnormal"
"HAROLD_006_001_007","imageOnly,normal,abnormal"
"HAROLD_006_001_008","imageOnly,normal,abnormal"
"HAROLD_006_001_009","imageOnly,normal,abnormal"
"HAROLD_006_001_010","imageOnly,normal,abnormal"
"HAROLD_006_001_011","normal,abnormal,imageOnly"
"HAROLD_006_001_012","imageOnly,normal,abnormal"
"HAROLD_006_001_013","imageOnly,normal,abnormal"
"HAROLD_006_001_014","imageOnly,fused,not fused"
"HAROLD_006_001_015","12,13,14,15,16,17,number,0,18,19,20,21,22,23,24,25,26,1,2,3,4,5,6,7,imageOnly,8,9,10,11"
"HAROLD_006_001_016","imageOnly,8,9,10,11,12,13,14,15,16,17,0,number,18,19,20,21,22,23,24,25,26,1,2,3,4,5,6,7"
"HAROLD_006_001_017","imageOnly,normal,abnormal"
"HAROLD_006_001_018","imageOnly,normal,abnormal"
"HAROLD_006_001_019","imageOnly,normal,abnormal"
"HAROLD_006_001_020","no syndactylism,imageOnly,syndactylism"
"HAROLD_006_001_021","imageOnly,normal,abnormal"
"HAROLD_006_001_022","imageOnly,normal,abnormal"
"HAROLD_006_001_023","imageOnly,normal,abnormal"
"HAROLD_006_001_024","imageOnly,8,9,10,11,12,13,14,15,16,17,number,0,18,19,20,21,22,23,24,25,26,27,1,28,29,30,31,32,33,34,35,36,37,2,38,39,40,41,42,43,44,45,46,47,3,48,49,50,51,52,53,54,55,56,4,5,6,7"
"HAROLD_006_001_025","imageOnly,8,9,10,11,12,13,14,number,0,1,2,3,4,5,6,7"
"HAROLD_006_001_026","imageOnly,yes,no"
"HAROLD_006_001_027","0,1,2,3,4,5,6,7,imageOnly,8,9,10,11,12,number"
"HAROLD_006_001_028","5,6,7,imageOnly,8,number,0,1,2,3,4"
"HAROLD_006_001_029","imageOnly,normal,abnormal"
"HAROLD_006_001_030","imageOnly,normal,abnormal"
"HAROLD_006_001_031","14,15,16,17,number,0,18,19,20,21,22,23,24,25,26,1,2,3,4,5,6,7,imageOnly,8,9,10,11,12,13"
"HAROLD_006_001_034","yes,no"
"HAROLD_006_001_036","No,Yes"
"HAROLD_043_001_001","normal,abnormal"
"HAROLD_043_001_003","normal,abnormal,no data"
"HAROLD_043_001_004","abnormal,not defined,no data,normal"
"HAROLD_043_001_005","normal,degenerate,not defined,no data"
"HAROLD_043_001_006","normal,abnormal,not defined,no data"
"HAROLD_043_001_007","normal,abnormal,no data"
"HAROLD_043_001_008","not defined,no data,normal,abnormal"
"HAROLD_043_001_009","normal,degenerate,not defined,no data"
"HAROLD_043_001_010","normal,abnormal,not defined,no data"
"HAROLD_043_001_011","normal,abnormal,no data"
"HAROLD_043_001_012","no data,normal appearance,abnormal appearance,not defined"
"HAROLD_043_001_013","normal,abnormal,not defined,no data"
"HAROLD_043_001_014","normal,abnormal,no data"
"HAROLD_043_001_015","normal appearance,abnormal appearance,not defined,no data"
"HAROLD_043_001_016","normal,abnormal,not defined,no data"
"HAROLD_044_001_001","normal,abnormal,left eye absent,right eye absent,bilaterally absent"
"HAROLD_044_001_003","left eye increased size,right eye increased size,bilaterally increased size,not defined,no data,normal,left eye decreased size,right eye decreased size,bilaterally decreased size"
"HAROLD_044_001_004","absent,left eye present,right eye present,bilaterally present,not defined,no data"
"HAROLD_044_001_005","right eye closure incomplete,closure incomplete bilaterally,normal,left eye closed,right eye closed,bilaterally closed,left eye closure incomplete"
"HAROLD_044_001_006","normal,left eye abnormal,right eye abnormal,bilaterally abnormal"
"HAROLD_044_001_007","normal,left eye opaque,right eye opaque,bilaterally opaque,not defined,no data"
"HAROLD_044_001_008","not defined,no data,absent,left eye present,right eye present,bilaterally present"
"HAROLD_044_001_009","normal,left eye abnormal,right eye abnormal,bilaterally abnormal"
"HAROLD_044_001_010","normal,left eye opaque,right eye opaque,bilaterally opaque,not defined,no data"
"HAROLD_044_001_011","normal,right eye abnormal,left eye abnormal,bilaterally abnormal"
"HAROLD_044_001_012","normal,left eye abnormal,right eye abnormal,bilaterally abnormal,not defined,no data"
"HAROLD_044_001_013","normal,left eye abnormal,right eye abnormal,bilaterally abnormal,left eye dilated,right eye dilated,bilaterally dilated,not defined,no data"
"HAROLD_044_001_014","left eye abnormal,right eye abnormal,bilaterally abnormal,no data,normal"
"HAROLD_044_001_015","normal,left eye abnormal,right eye abnormal,bilaterally abnormal,not defined,no data"
"HAROLD_008_001_001","0,1,2"
"HAROLD_008_001_002","0,1"
"HAROLD_008_001_003","1,0"
"HAROLD_008_001_004","0,1"
"HAROLD_008_001_005","0,1"
"HAROLD_008_001_006","0,1"
"HAROLD_008_001_007","0,1,2"
"HAROLD_008_001_009","0,1,2"
"HAROLD_008_001_011","0,1,2"
"HAROLD_008_001_012","0,1,2,3"
"HAROLD_008_001_013","0,1,2"
"HAROLD_008_001_014","0,1,2"
"HAROLD_008_001_015","0,1,2,3"
"HAROLD_008_001_016","0,1"
"HAROLD_008_001_017","0,1"
"HAROLD_008_001_018","0,1"
"HAROLD_008_001_019","0,1"
"HAROLD_008_001_020","0,1"
"HAROLD_008_001_021","0,1"
"HAROLD_008_001_022","0,1"
"HAROLD_001_001_002","as described for wt,abnormal"
"HAROLD_001_001_004","wt distribution,decreased length,increased length"
"HAROLD_001_001_005","wt distribution,decreased thickness,increased thickness"
"HAROLD_001_001_006","wt distribution,abnormal distribution"
"HAROLD_001_001_007","as described for wt,abnormal"
"HAROLD_001_001_009","as described for wt,abnormal color"
"HAROLD_001_001_010","spotted,as described for wt,multi-colored"
"HAROLD_001_001_011","present,absent"
"HAROLD_001_001_012","as described for wt,erect"
"HAROLD_001_001_013","as described for wt,patchy"
"HAROLD_001_001_014","as described for wt,sparse"
"HAROLD_001_001_015","as described for wt,flaky,greasy"
"HAROLD_001_001_016","as described for wt,matted"
"HAROLD_001_001_017","as described for wt,abnormal color"
"HAROLD_001_001_018","as described for wt,mono-colored,multi-colored,spotted"
"HAROLD_001_001_019","present,absent"
"HAROLD_001_001_020","as described for wt,erect"
"HAROLD_001_001_021","as described for wt,patchy"
"HAROLD_001_001_022","as described for wt,sparse"
"HAROLD_001_001_023","as described for wt,flaky,greasy"
"HAROLD_001_001_024","matted,as described for wt"
"HAROLD_001_001_025","as described for wt,abnormal color"
"HAROLD_001_001_026","as described for wt,mono-colored,multi-colored,spotted"
"HAROLD_001_001_027","present,absent"
"HAROLD_001_001_028","as described for wt,erect"
"HAROLD_001_001_029","as described for wt,patchy"
"HAROLD_001_001_030","as described for wt,sparse"
"HAROLD_001_001_031","flaky,greasy,as described for wt"
"HAROLD_001_001_032","as described for wt,matted"
"HAROLD_001_001_033","as described for wt,abnormal color"
"HAROLD_001_001_034","as described for wt,mono-colored,multi-colored,spotted"
"HAROLD_001_001_035","present,absent"
"HAROLD_001_001_036","as described for wt,erect"
"HAROLD_001_001_037","as described for wt,patchy"
"HAROLD_001_001_038","as described for wt,sparse"
"HAROLD_001_001_039","as described for wt,flaky,greasy"
"HAROLD_001_001_040","as described for wt,matted"
"HAROLD_001_001_041","as described for wt,abnormal"
"HAROLD_001_001_043","as described for wt,patchy"
"HAROLD_001_001_044","as described for wt,scaly"
"HAROLD_001_001_045","as described for wt,dry,wet"
"HAROLD_001_001_046","as described for wt,dark,light"
"HAROLD_001_001_047","as described for wt,colorless,variable color"
"HAROLD_001_001_048","as described for wt,loose"
"HAROLD_001_001_049","as described for wt,abnormal color"
"HAROLD_001_001_050","as described for wt,patchy"
"HAROLD_001_001_051","as described for wt,scaly"
"HAROLD_001_001_052","wet,as described for wt,dry"
"HAROLD_001_001_053","as described for wt,dark,light"
"HAROLD_001_001_054","as described for wt,colorless,variable color"
"HAROLD_001_001_055","as described for wt,loose"
"HAROLD_001_001_056","as described for wt,abnormal color"
"HAROLD_001_001_057","as described for wt,left ear skin patchy,right ear skin patchy,bilaterally patchy"
"HAROLD_001_001_058","left ear skin scaly,right ear skin scaly,bilaterally scaly,as described for wt"
"HAROLD_001_001_059","as described for wt,left ear skin dry,right ear skin dry,bilaterally dry,left ear skin wet,right ear skin wet,bilaterally wet"
"HAROLD_001_001_060","bilaterally light,as described for wt,left ear skin dark,right ear skin dark,bilaterally dark,left ear skin light,right ear skin light"
"HAROLD_001_001_061","as described for wt,left ear skin colorless,right ear skin colorless,bilaterally colorless,left ear skin variable color,right ear skin variable color,bilaterally variable color"
"HAROLD_001_001_062","as described for wt,left ear skin loose,right ear skin loose,bilaterally loose"
"HAROLD_001_001_063","as described for wt,left ear skin abnormal color,right ear skin abnormal color,bilaterally abnormal color"
"HAROLD_001_001_064","as described for wt,left hand skin patchy,right hand skin patchy,bilaterally patchy"
"HAROLD_001_001_065","as described for wt,left hand skin scaly,right hand skin scaly,bilaterally scaly"
"HAROLD_001_001_066","as described for wt,left hand skin dry,right hand skin dry,bilaterally dry,left hand skin wet,right hand skin wet,bilaterally wet"
"HAROLD_001_001_067","left hand skin dark,right hand skin dark,bilaterally dark,left hand skin light,right hand skin light,bilaterally light,as described for wt"
"HAROLD_001_001_068","as described for wt,left hand skin colorless,right hand skin colorless,bilaterally colorless,left hand skin variable color,right hand skin variable color,bilaterally variable color"
"HAROLD_001_001_069","bilaterally loose,as described for wt,left hand skin loose,right hand skin loose"
"HAROLD_001_001_070","as described for wt,left hand skin abnormal color,right hand skin abnormal color,bilaterally abnormal color"
"HAROLD_001_001_071","as described for wt,left foot skin patchy,right foot skin patchy,bilaterally patchy"
"HAROLD_001_001_072","as described for wt,left foot skin scaly,right foot skin scaly,bilaterally scaly"
"HAROLD_001_001_073","bilaterally dry,left foot skin wet,right foot skin wet,bilaterally wet,as described for wt,left foot skin dry,right foot skin dry"
"HAROLD_001_001_074","as described for wt,left foot skin dark,right foot skin dark,bilaterally dark,left foot skin light,right foot skin light,bilaterally light"
"HAROLD_001_001_075","right foot skin variable color,bilaterally variable color,as described for wt,left foot skin colorless,right foot skin colorless,bilaterally colorless,left foot skin variable color"
"HAROLD_001_001_076","as described for wt,left foot skin loose,right foot skin loose,bilaterally loose"
"HAROLD_001_001_077","as described for wt,left foot skin abnormal color,right foot skin abnormal color,bilaterally abnormal color"
"HAROLD_001_001_078","as described for wt,patchy"
"HAROLD_001_001_079","as described for wt,scaly"
"HAROLD_001_001_080","wet,as described for wt,dry"
"HAROLD_001_001_081","as described for wt,dark,light"
"HAROLD_001_001_082","as described for wt,colorless,variable color"
"HAROLD_001_001_083","as described for wt,loose"
"HAROLD_001_001_084","as described for wt,abnormal color"
"HAROLD_001_001_085","as described for wt,abnormal"
"HAROLD_001_001_087","wt distribution,decreased length,increased length"
"HAROLD_001_001_088","wt distribution,decreased width,increased width"
"HAROLD_001_001_089","wt distribution,domed"
"HAROLD_001_001_090","as described for wt,asymmetrical"
"HAROLD_001_001_091","normal,abnormal"
"HAROLD_001_001_092","wt distribution,decreased length,increased length"
"HAROLD_001_001_093","wt distribution,decreased width,increased width"
"HAROLD_001_001_094","abnormal,normal"
"HAROLD_001_001_095","present,absent"
"HAROLD_001_001_096","wt distribution,increased curvature,decreased curvature"
"HAROLD_001_001_097","wt distribution,decreased length,increased length"
"HAROLD_001_001_098","as described for wt,disoriented/random"
"HAROLD_001_001_099","as described for wt,cleft"
"HAROLD_001_001_100","as described for wt,cleft"
"HAROLD_001_001_101","abnormal,as described for wt"
"HAROLD_001_001_102","as described for wt,abnormal"
"HAROLD_001_001_103","as described for wt,deformed"
"HAROLD_001_001_104","present,absent"
"HAROLD_001_001_105","as described for wt,discolored"
"HAROLD_001_001_106","wt distribution,decreased size,increased size"
"HAROLD_001_001_107","absent,present"
"HAROLD_001_001_108","right ear abnormal,bilaterally abnormal,as described for wt,left ear abormal"
"HAROLD_001_001_109","as described for wt,right ear decreased position,left ear decreased position,bilaterally decreased position"
"HAROLD_001_001_110","present,left ear absent,right ear absent,bilaterally absent"
"HAROLD_001_001_111","bilaterally pointed,as described for wt,left ear folded,right ear folded,bilaterally folded,left ear pointed,right ear pointed"
"HAROLD_001_001_112","wt distribution,left ear decreased size,right ear decreased size,bilaterally decreased size,left ear increased size,right ear increased size,bilaterally increased size"
"HAROLD_001_001_113","as described for wt,left ear anteriorly rotated,right ear anteriorly rotated,bilaterally anteriorly rotated,left ear posteriorly rotated,right ear posteriorly rotated,bilaterally posteriorly rotated"
"HAROLD_001_001_114","left eye abnormal,right eye abnormal,bilaterally abnormal,as described for wt"
"HAROLD_001_001_115","as described for wt,left eye opaque,right eye opaque,bilaterally opaque,left eye transparent,right eye transparent,bilaterally transparent"
"HAROLD_001_001_116","present,left eye absent,right eye absent,bilaterally absent"
"HAROLD_001_001_117","right eye decreased size,bilaterally decreased size,left eye increased size,right eye increased size,bilaterally increased size,wt distribution,left eye decreased size"
"HAROLD_001_001_118","as described for wt,left eye wet,right eye wet,bilaterally wet"
"HAROLD_001_001_119","as described for wt,left eye abnormal color,right eye abnormal color,bilaterally abnormal color"
"HAROLD_001_001_120","bilaterally closed,left eyelid closure incomplete,right eyelid closure incomplete,bilateral closure incomplete,as described for wt,left eyelid closed,right eyelid closed"
"HAROLD_001_001_121","bilaterally present,left eyelid absent,right eyelid absent,bilaterally absent"
"HAROLD_001_001_122","as described for wt,abnormal"
"HAROLD_001_001_124","wt distribution,increased size,decreased size"
"HAROLD_001_001_125","present,absent"
"HAROLD_001_001_126","swollen,as described for wt"
"HAROLD_001_001_127","as described for wt,abnormal"
"HAROLD_001_001_129","wt distribution,increased size,decreased size"
"HAROLD_001_001_130","present,absent"
"HAROLD_001_001_131","as described for wt,underdeveloped"
"HAROLD_001_001_132","as described for wt,left forelimb abnormal,right forelimb abnormal,bilaterally abnormal"
"HAROLD_001_001_134","right forelimb increased size,bilaterally increased size,left forelimb decreased size,right forelimb decreased size,bilaterally decreased size,wt distribution,left forelimb increased size"
"HAROLD_001_001_135","as described for wt,left forelimb abnormal,right forelimb abnormal,bilaterally abnormal"
"HAROLD_001_001_136","as described for wt,left forelimb inflexible,right forelimb inflexible,bilaterally inflexible"
