"","parameter_stable_id","categories"
"351","IMPC_XRY_031_001","yes,no,imageOnly,unobservable"
"352","IMPC_XRY_057_001","yes,no,imageOnly,unobservable"
"353","IMPC_XRY_005_001","normal,abnormal,imageOnly,unobservable"
"354","IMPC_XRY_065_001","normal,abnormal,imageOnly,unobservable"
"355","IMPC_XRY_022_001","normal,abnormal,imageOnly,unobservable"
"356","IMPC_XRY_026_001","normal,abnormal,imageOnly,unobservable"
"357","IMPC_XRY_018_001","normal,abnormal,imageOnly,unobservable"
"358","IMPC_XRY_056_001","yes,no,imageOnly,unobservable"
"359","IMPC_XRY_060_001","yes,no,imageOnly,unobservable"
"360","IMPC_XRY_030_001","yes,no,imageOnly,unobservable"
"361","IMPC_XRY_012_001","normal,abnormal,imageOnly,unobservable"
"362","IMPC_XRY_019_001","yes,no,imageOnly,unobservable"
"363","IMPC_XRY_038_001","MX-20-DC12,MX-20-DC4,R_mCT (Micro-CT),MX-20,MS-FX Pro,UltraFocus 100,UltraFocus DXA"
"364","IMPC_XRY_068_001","Yes,No"
"365","IMPC_XRY_004_001","normal,abnormal,imageOnly,unobservable"
"366","IMPC_XRY_064_001","normal,abnormal,imageOnly,unobservable"
"367","IMPC_XRY_021_001","normal,abnormal,imageOnly,unobservable"
"368","IMPC_XRY_020_001","normal,abnormal,imageOnly,unobservable"
"369","IMPC_XRY_063_001","normal,abnormal,imageOnly,unobservable"
"370","IMPC_XRY_003_001","normal,abnormal,imageOnly,unobservable"
"371","IMPC_XRY_059_001","normal,abnormal,imageOnly,unobservable"
"372","IMPC_DXA_013_001","Lunar Piximus II,Sabre,Minispec LF50,Minispec MQ 10,UltraFocus 100,UltraFocus DXA"
"373","IMPC_DXA_015_001","Avertin,Ketamine+Xylazine,Isoflurane,Euthatal,Tribromoethanol,Domitor+Ketamin,Ketamine+Xylazine+Antisedan,Pentobarb,No anesthesia"
"374","IMPC_DXA_012_001","GE Medical Systems,Norland Stratec,Bruker,Faxitron Bioptics LLC"
"375","IMPC_DXA_014_001","Anesthetized,Dead,Awake"
"377","IMPC_EYE_022_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"385","IMPC_EYE_085_001","absent,present left eye,present right eye,present both eyes,no data left eye,no data right eye,no data for both eyes,no data left eye\, present right eye,no data right eye\, present left eye"
"386","IMPC_EYE_041_001","Oculus GmbH"
"387","IMPC_EYE_015_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"388","IMPC_EYE_024_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"389","IMPC_EYE_013_001","normal,left eye dilated,right eye dilated,both eyes dilated,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye dilated,no data right eye\, left eye dilated"
"390","IMPC_EYE_086_001","absent,present left eye,present right eye,present both eyes,no data left eye,no data right eye,no data for both eyes,no data left eye\, present right eye,no data right eye\, present left eye"
"391","IMPC_EYE_043_001","Atropine,Tropicamide,Tropicamide+Phenylephrin,Cyclopentolate hydrochloride,Phenylephrine hydrochloride,None,Atropine sulphate,Cyclopentolate hydrochloride+Phenylephrine hydrochloride"
"392","IMPC_EYE_027_001","absent,present left eye,present right eye,present both eyes,no data left eye,no data right eye,no data for both eyes,no data left eye\, present right eye,no data right eye\, present left eye"
"393","IMPC_EYE_012_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"394","IMPC_EYE_001_001","present,absent left eye,absent right eye,absent both eyes"
"395","IMPC_EYE_014_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"396","IMPC_EYE_008_001","absent,present left eye,present right eye,present both eyes,no data left eye,no data right eye,no data for both eyes,no data left eye\, present right eye,no data right eye\, present left eye"
"397","IMPC_EYE_031_001","Zeiss,Haag-Streit,MuLe,Kowa,CSO,Phoenix Research Labs,Topcon"
"398","IMPC_EYE_044_001","Atropine,Oxybuprocain,Mydriacyl,Phenylephrine hydrochloride,Hydrochloride,No anesthesia,Atropine sulphate"
"399","IMPC_EYE_026_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"422","IMPC_IMM_085_001","#11088858001,CLS2LS004176,17101-015"
"423","IMPC_IMM_099_001","Sigma,Life Technologies,Jax,Wako,Gibco,none used"
"424","IMPC_IMM_102_001","DN25,D8764"
"425","IMPC_IMM_111_001",""
"426","IMPC_GEP_010_001","normal,abnormal,unobservable"
"427","IMPC_GEP_038_001","normal,abnormal,unobservable"
"428","IMPC_GEP_006_001","normal,abnormal,unobservable"
"429","IMPC_GEP_012_001","normal,abnormal,unobservable"
"430","IMPC_GEP_019_001","normal,abnormal,unobservable"
"431","IMPC_GEP_037_001","normal,abnormal,unobservable"
"432","IMPC_GEP_005_002","yes,unobservable,no"
"433","IMPC_GEP_030_002","yes,unobservable,no"
"434","IMPC_GEP_048_002","yes,unobservable,no"
"435","IMPC_GEP_013_001","normal,abnormal,unobservable"
"436","IMPC_GEP_081_001","no,yes,unobservable"
"437","IMPC_GEP_082_001","no,yes,unobservable"
"438","IMPC_GEP_049_002","yes,unobservable,no"
"439","IMPC_GEP_047_002","yes,unobservable,no"
"440","IMPC_GEP_083_001","no,yes,unobservable"
"441","IMPC_GEP_004_002","yes,unobservable,no"
"442","IMPC_GEP_039_002","yes,unobservable,no"
"443","IMPC_GEP_022_001","normal,abnormal,unobservable"
"444","IMPC_GEP_029_002","yes,unobservable,no"
"445","IMPC_GEP_059_002","yes,unobservable,no"
"446","IMPC_GEP_016_001","normal,abnormal,unobservable"
"447","IMPC_GEP_075_001","no,yes,unobservable"
"448","IMPC_GEP_080_001","no,yes,unobservable"
"449","IMPC_GEP_033_001","normal,abnormal,unobservable"
"450","IMPC_GEP_015_001","normal,abnormal,unobservable"
"451","IMPC_CSD_045_002","As expected,One hindlimb - increased number,One hindlimb - decreased number,Both hindlimbs - increased number,Both hindlimbs - decreased number"
"452","IMPC_CSD_002_001","As expected,Long,Short,No data"
"453","IMPC_CSD_028_001","As expected,Increased,Decreased"
"454","IMPC_CSD_063_001","As expected,Not as expected"
"455","IMPC_CSD_020_001","As expected,One hindlimb only - not as expected,Both hindlimbs - not as expected"
"456","IMPC_CSD_022_001","As expected,One hindlimb only - increased,One hindlimb only - decreased,Both hindlimbs - increased,Both hindlimbs - decreased"
"457","IMPC_CSD_082_001","Open bench,LAF cabinet"
"458","IMPC_CSD_079_001","As expected,Excessive aggression"
"459","IMPC_CSD_023_001","As expected,Not as expected"
"460","IMPC_CSD_036_001","Present,None,No data"
"461","IMPC_CSD_040_002","As expected,One forepaw - decreased,Both forepaws - increased,Both forepaws - decreased,One forepaw - increased"
"462","IMPC_CSD_070_001","As expected,Not as expected,No data"
"463","IMPC_CSD_053_002","As expected,One hindlimb - increased length,One hindlimb - decreased length,Both hindlimbs - increased length,Both hindlimbs - decreased length,No data"
"464","IMPC_CSD_018_001","As expected,One forelimb only - not as expected,Both forelimbs - not as expected"
"465","IMPC_CSD_005_001","As expected,Not as expected,No data"
"466","IMPC_CSD_035_001","Response to touch,Flees prior to touch,No response"
"467","IMPC_CSD_059_001","As expected,Not as expected"
"468","IMPC_CSD_041_002","As expected,One hindpaw - increased,One hindpaw - decreased,Both hindpaws - increased,Both hindpaws - decreased"
"474","IMPC_CSD_050_002","As expected,One forelimb - increased number,One forelimb - decreased number,Both forelimbs - increased number,Both forelimbs - decreased number,No data"
"499","IMPC_CSD_054_001","As expected,One forelimb not as expected,Both forelimbs not as expected,No data"
"500","IMPC_CSD_080_001","Present,Absent"
"501","IMPC_CSD_012_001","As expected,Not as expected"
"502","IMPC_CSD_062_001","As expected,Not as expected"
"503","IMPC_CSD_038_001","Absent,Present,No data"
"504","IMPC_CSD_047_001","As expected,One hindlimb - increased size,One hindlimb - decreased size,One hindlimb - fused,Both hindlimbs - increased size,Both hindlimbs - decreased size,Both hindlimbs - fused"
"505","IMPC_CSD_045_001","As expected,One hindlimb increased number,One hindlimb decreased number,Both hindlimbs increased number,Both hindlimbs decreased number"
"506","IMPC_CSD_064_001","As expected,Not as expected"
"509","IMPC_CSD_055_001","As expected,One hindlimb not as expected,Both hindlimbs not as expected,No data"
"510","IMPC_CSD_037_001","None,Circling,Jumping,Retropulsion,Other"
"512","IMPC_GEP_035_002","yes,unobservable,no"
"513","IMPC_CSD_072_001","As expected,Not as expected,No data"
"516","IMPC_CSD_052_001","As expected,One forelimb increased length,One forelimb decreased length,Both forelimbs increased length,Both forelimbs decreased length,No data"
"517","IMPC_CSD_065_001","As expected,Not as expected"
"525","IMPC_CSD_049_001","As expected,One hindlimb not as expected,Both hindlimbs not as expected"
"531","IMPC_CSD_053_001","As expected,One hindlimb increased length,One hindlimb decreased length,Both hindlimbs increased length,Both hindlimbs decreased length,No data"
"532","IMPC_CSD_040_001","As expected,One forepaw increased,One forepaw decreased,Both forepaws increased,Both forepaws decreased"
"537","IMPC_CSD_048_001","As expected,One forelimb not as expected,Both forelimbs not as expected"
"541","IMPC_GEP_044_001","normal,abnormal,unobservable"
"543","IMPC_GEP_084_001","normal,abnormal,unobservable"
"544","IMPC_CSD_041_001","As expected,One hindpaw increased,One hindpaw decreased,Both hindpaws increased,Both hindpaws decreased"
"553","IMPC_GEP_042_001","normal,abnormal,unobservable"
"556","IMPC_CSD_051_001","As expected,One hindlimb increased number,One hindlimb decreased number,Both hindlimbs increased number,Both hindlimbs decreased number,No data"
"558","IMPC_CSD_042_001","As expected,One forepaw not as expected,Both forepaws not as expected"
"566","IMPC_CSD_050_001","As expected,One forelimb increased number,One forelimb decreased number,Both forelimbs increased number,Both forelimbs decreased number,No data"
"580","IMPC_CSD_043_001","As expected,One hindpaw not as expected,Both hindpaws not as expected"
"599","IMPC_CSD_052_002","As expected,One forelimb - increased length,One forelimb - decreased length,Both forelimbs - increased length,Both forelimbs - decreased length,No data"
"600","IMPC_CSD_044_001","As expected,One forelimb increased number,One forelimb decreased number,Both forelimbs increased number,Both forelimbs decreased number"
"603","IMPC_LDT_016_001","100 - 200,275 Lux"
"605","IMPC_LDT_009_001","No,Yes"
"607","IMPC_LDT_029_001","180 x 207 x 140,431.8 x 212.725 x 203.2,433 x 215 x 305,250 x 190 x 250"
"612","IMPC_LDT_024_001","Versamax,Custom made,Activity Test Chamber ENV-515"
"614","IMPC_LDT_023_001","Accuscan,Custom made,Med Association Inc.,Med Associates"
"615","IMPC_LDT_028_001","Cabinet enclosure,Standalone"
"621","IMPC_LDT_027_001","Yes,No"
"623","IMPC_LDT_022_001","Light-Dark Insert,Custom made,Dark Box Insert ENV-516"
"626","IMPC_LDT_031_001","5 x 100 x 40,101.6 x 3.175 x 101.6,90 x 3 x 115,5 x 100 x 50"
"629","IMPC_LDT_026_001","Facing away from entry,Facing towards entry"
"632","IMPC_LDT_021_001","Custom made,MED-OFAS-RSU"
"634","IMPC_LDT_017_001","4 - 7"
"635","IMPC_LDT_030_001","180 x 207 x 140,431.8 x 212.725 x 203.2,425 x 210 x 305,150 x 190 x 250"
"636","IMPC_ACS_029_001","Med Associates Startle Reflex Vers. 6.00,SR LAB software,Animal Startle SR-9020,Med Associates Startle Reflex Vers. 5.94,Med Associates Startle Reflex Vers. 6.01"
"637","IMPC_OFD_049_001","8.6,6.8"
"638","IMPC_ACS_011_001",",,,,,,,"
"639","IMPC_ACS_024_001","Pseudo-random,Random"
"640","IMPC_ACS_016_001",",,,"
"641","IMPC_OFD_024_001","TSE Systems,MED Associates Inc,San Diego,O'hara CO Ltd.,Panlab,Noldus,Accuscan,Columbus Instruments,Biobserve"
"643","IMPC_OFD_032_001",",7.6,7.35,9.39,7.5,7.9"
"644","IMPC_OFD_033_001","Wide beam break,Video tracking"
"647","IMPC_OFD_034_001","45x45,43.2x43.2,40.5x40.5,40x40,44x44,42x42,44.5x44.5,50x50"
"649","IMPC_OFD_025_001","ActiMot / MoTil,MED-OFA-RS,2325-0248,TijmeOF9,LE8822,Unknown,ActiMot / MoTil 480 x 480 mm,VMX 1.4b,Opto-Varimex 4"
"653","IMPC_OFD_026_001",",,,"
"655","IMPC_OFD_039_001","06.15 / 07.01,Topscan Lite,Image OF,Actitrack system,Ethovision XT v8.5,Versamax 4.2,TSE ActiMot Vers. 08.00,Activity Monitor V6.02,Opto-Varimex 4 AutoTrack System 4.97,TimeOFCR4"
"661","IMPC_ACS_040_001","Max peak,Peak-to-peak"
"669","IMPC_FEA_040_001",","
"671","IMPC_FEA_059_001",",2.8,,"
"674","IMPC_FEA_057_001",""
"675","IMPC_FEA_065_001","Med Assoicates,Ugo Basile,San Diego Instruments"
"678","IMPC_FEA_028_001","Alcohol,None"
"679","IMPC_FEA_032_001","Metal grill,Clean saw dust,Steel rods"
"682","IMPC_FEA_058_001",",,,,"
"686","IMPC_FEA_080_001","On"
"688","IMPC_FEA_104_001",","
"690","IMPC_CAL_020_001","7 am,7:30 am"
"691","IMPC_FEA_031_001","Metallic\, White and Clear,Clear,White,Metallic\, clear"
"692","IMPC_CAL_011_001",",,,,,,,,,20-22,18-25,19-23,22-26,23.4-25.4,26.3-27.1,26.3-26.9,26.4-27.2,26-27,26-27.1"
"693","IMPC_FEA_066_001","MED-FVC-SCT-M,Freeze monitor,FearCS Mouse-46152,MED-VFC2-SCT-M,"
"696","IMPC_CAL_010_001","7 pm,7:30 pm"
"697","IMPC_FEA_056_001","PVC,Plexi glass,Polyethylene,Perspex"
"700","IMPC_FEA_048_001","Metal grill,Steel rods"
"701","IMPC_FEA_068_001","Med Associates Video Freeze,Anymaze,Freeze Monitor"
"702","IMPC_ECG_024_001","eMouse,Matlab"
"703","IMPC_FEA_041_001","Conditioning +24h"
"704","IMPC_FEA_088_001","90 degrees"
"706","IMPC_FEA_070_001","VFC-100,other,46000-165"
"723","IMPC_IMM_078_001","BD Biosciences,Beckman Coulter"
"724","IMPC_IMM_096_001","HBSS,PBS"
"725","IMPC_IMM_090_001","eBioscience,BD PharmLyse,Jax,JMC,LONZA"
"726","IMPC_IMM_084_001","Roche,Worthington,Gibco"
"727","IMPC_IMM_104_001","Life Technologies,Biolegend,Sigma,home brew"
"728","IMPC_IMM_098_001","D1408,H6136-1L,041-20211,14190-144,L 182-10,HBSS 1X 14170-088,14175-095"
"729","IMPC_IMM_110_001","Life Technologies"
"730","IMPC_IMM_101_001","Sigma"
"731","IMPC_IMM_082_001","GentleMACS,manual"
"732","IMPC_IMM_112_001","Life Technologies"
"738","IMPC_CBC_056_001","Serum,Plasma"
"742","IMPC_CBC_057_001","No,Four hours before bleeding,Sixteen hours before bleeding"
"746","IMPC_INS_019_001","Slight,Moderate,Marked"
"747","IMPC_INS_015_001","Yes,No"
"748","IMPC_INS_002_001","Mouse Insulin kit,K152BZC,Ultrasensitive Mouse Insulin ELISA,MSD PANEL2,MSD PANEL3"
"767","IMPC_INS_023_001","Serum,Plasma"
"778","IMPC_PAT_061_001","AV2101,ASP200S,VHX-100,AV213C,SC100,Z6 ApoE,M651"
"779","IMPC_PAT_055_002","Cardiac puncture,1ml EDTA tubes\, Braun-Melsungen\, GER,Retro-orbital puncture,Not bled"
"780","IMPC_PAT_054_002","Isoflurane overdose,Isoflurane overdose and exsanguination,Cervical dislocation,None,Ketamine (110mg/kg)/Xylazine (11mg/kg)/ Antisedan (1mg/kg),Ketamine (110mg/kg)/Xylazine (11mg/kg),Ketamine(100mg/kg)/ Xylazine (10mg/kg )/ Antisedan (1mg/kg),Ketamine (100mg/kg)/Xylazine (10mg/kg),Avertin,Carbon dioxide,Exsanguination,Pentobarb (0.1ml),Pentobarb (0.05ml),Pentobarb (0.15ml),Pentobarb (0.2ml)"
"781","IMPC_PAT_054_001","Isoflurane overdose,Exsanguination,Carbon dioxide,Avertin,Ketamine (100mg/kg)/Xylazine (10mg/kg),Ketamine(100mg/kg)/ Xylazine (10mg/kg )/ Antisedan (1mg/kg),Ketamine (110mg/kg)/Xylazine (11mg/kg),Ketamine (110mg/kg)/Xylazine (11mg/kg)/ Antisedan (1mg/kg),Pentobarb (0.1ml),None,Cervical dislocation"
"782","IMPC_PAT_034_001","HR-100A,Secura,Adventurer AX223/E,AV313,AV213C"
"783","IMPC_PAT_076_001","Yes,No"
"784","IMPC_PAT_033_001","A&D,Sartorius,Ohaus"
"785","IMPC_HIS_100_001",",,,,,,Not applicable"
"786","IMPC_HIS_275_001",",,,,,,Not applicable"
"787","IMPC_HIS_186_001","Not significant,Significant"
"788","IMPC_HIS_240_001",",,,,,,Not applicable"
"789","IMPC_HIS_058_001",",,,,,,Not applicable"
"790","IMPC_HIS_112_001",",,,,,,Not applicable"
"791","IMPC_HIS_247_001",",,,,,,Not significant"
"792","IMPC_HIS_198_001","Not significant,Significant"
"793","IMPC_HIS_187_001","Not significant,Significant"
"794","IMPC_HIS_278_001","Not significant,Significant"
"795","IMPC_HIS_088_001",",,,,,,Not applicable"
"796","IMPC_HIS_172_001",",,,,,,Not applicable"
"797","IMPC_HIS_124_001",",,,,,,Not applicable"
"798","IMPC_HIS_130_001",",,,,,,Not applicable"
"799","IMPC_HIS_190_001","Not significant,Significant"
"800","IMPC_HIS_106_001",",,,,,,Not applicable"
"801","IMPC_HIS_206_001","Not significant,Significant"
"802","IMPC_HIS_196_001","Not significant,Significant"
"803","IMPC_HIS_250_001","Not significant,Significant"
"804","IMPC_HIS_184_001","Not significant,Significant"
"805","IMPC_HIS_028_001",",,,,,,Not applicable"
"806","IMPC_HIS_076_001",",,,,,,Not applicable"
"807","IMPC_HIS_289_001",",,,,,,Not applicable"
"808","IMPC_HIS_229_001","Not significant,Significant"
"809","IMPC_HIS_148_001",",,,,,,Not applicable"
"810","IMPC_HIS_016_001",",,,,,,Not applicable"
"811","IMPC_HIS_052_001",",,,,,,Not applicable"
"812","IMPC_HIS_257_001","Not significant,Significant"
"813","IMPC_HIS_261_001",",,,,,,Not applicable"
"814","IMPC_HIS_180_001","Not significant,Significant"
"815","IMPC_HIS_193_001","Not significant,Significant"
"816","IMPC_HIS_176_001",",,,"
"817","IMPC_HIS_292_001","not significant,significant"
"818","IMPC_HIS_179_001","Not significant,Significant"
"819","IMPC_HIS_136_001",",,,,,,Not applicable"
"820","IMPC_HIS_004_001",",,,,,,Not applicable"
"821","IMPC_HIS_160_001",",,,,,,Not applicable"
"822","IMPC_HIS_268_001",",,,,,,Not applicable"
"823","IMPC_HIS_233_001",",,,,,,Not applicable"
"824","IMPC_HIS_200_001","Not significant,Significant"
"825","IMPC_HIS_178_001","Centers recording 0-3 ,Centers recording 0-4,Centers recording 0-5"
"826","IMPC_HIS_046_001",",,,,,,Not applicable"
"829","IMPC_HIS_186_002","Not significant,Significant"
"834","IMPC_HIS_198_002","Not significant,Significant"
"835","IMPC_HIS_204_002","Not significant,Significant,Not applicable"
"836","IMPC_HIS_182_002","Not significant,Significant"
"837","IMPC_HIS_219_001",",,,,,,Not applicable"
"838","IMPC_HIS_191_002","Not significant,Significant"
"839","IMPC_HIS_236_001","Not significant,Significant"
"840","IMPC_HIS_082_001",",,,,,,Not applicable"
"841","IMPC_HIS_189_002","Not significant,Significant"
"846","IMPC_HIS_190_002","Not significant,Significant"
"848","IMPC_HIS_199_002","Not significant,Significant\n"
"850","IMPC_HIS_094_001",",,,,,,Not applicable"
"851","IMPC_HIS_183_002","Not significant,Significant"
"852","IMPC_HIS_064_001",",,,,,,Not applicable"
"853","IMPC_HIS_285_001","not significant,significant "
"855","IMPC_HIS_206_002","Not significant,Significant,Not applicable"
"856","TCP_CHL_089_001","Aerosol Delivery System AUT 5110,Plethysmograph PLY3211,FP WBP Unite"
"857","IMPC_BWT_004_001","Ohaus,Denver Instrument,Scientech,Mettler Toledo,Kern & Sohn GmbH,Sartorius,Acculab"
"858","IMPC_HOU_046_001","Yes,No"
"859","IMPC_HOU_054_001","Ad libitum,Meal feeding,Restricted"
"860","IMPC_EXD_059_001","Controlled instrumentation strategy,Active randomisation instrumentation strategy,Active randomisation and minimisation instrumentation strategy,Causal randomisation instrumentation strategy,Causal randomisation and minimisation instrumentation strategy,Test not run"
